Origin Image,Barcode,Herbarium of Origin,Associated duplicates in Virtual Herbarium,Indicated duplicates the voucher specimen,Rank:,Scientific Name,"Determination qualifier (cf., aff. ou !)",Family,Genus,Species,subsp./var./forma,Author of Taxon,Determiner,Determination Date ,Type,Collector,Other Collectors,Collection Number,From:,To:,Plant description,Country,State,City,Description of Location,Elevation Minimum,Elevation Maximum,Measurement unit,Latitude Minimum,Latitude Maximum,Longitude Minimum,Longitude Maximum,Comments,Updated by,Updated
K,K000864250,K,,,Variety,FABACEAE Mimosa supersetosa subsp. supersetosa Burkart,,Fabaceae,Mimosa,supersetosa,supersetosa,Burkart,Administrador,22/04/2020,no,H.F.Leitão Filho,"P. Gibbs,J. Semir",1771,11/02/1976,,Campo rupestre com afloramentos rochosos,Brasil,São Paulo,Itararé,"A 25km ao sul de Itararé, na Rodovia do Horto Florestal. .",,,METRO,,,,,Subarbusto até 50 cm; flores róseas. Nativo,,
K,K000864261,K,,,Variety,FABACEAE Mimosa micropteris subsp. micropteris Benth.,,Fabaceae,Mimosa,micropteris,micropteris,Benth.,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1671B,10/02/1976,,Em campo de pastagem.,Brasil,São Paulo,Itararé,"20km ao sul de Itararé, na Rodovia do Horto Florestal.",,,METRO,,,,,"Arbusto até 1,2m. flores rosa-lilás. Nativo",,
K,K000864265,K,,,Species,FABACEAE Mimosa micropteris Benth.,,Fabaceae,Mimosa,micropteris,,Benth.,Administrador,22/04/2020,no,S.I. Elias,"N.M. Ivanauskas,J.P. Souza,R.R. Rodrigues,J.Y. Tamashiro,V.C. Souza,A. Vanini,F.O. Freitas,D.B. Amador,M.M.R. Silva",8,10/12/1997,,"Campo, beira de encosta",Brasil,São Paulo,Bom Sucesso de Itararé,Fazenda Nicolau.,,,METRO,"24º 16' 11"" S","24º 16' 11"" S","49º 9' 5"" W","49º 9' 5"" ",Arbusto de 80 cm. Flores róseas. Estames com filetes róseos e anteras creme,,
K,K000864282,K,,,Species,FABACEAE Mimosa myriophylla Bong. ex Benth.,,Fabaceae,Mimosa,myriophylla,,Bong. ex Benth.,Administrador,22/04/2020,no,Usteri,,64,26/04/1905,,,Brasil,São Paulo,,São Caetano e Mooca.,,,METRO,,,,,,,
K,K000864283,K,,,Species,FABACEAE Mimosa myriophylla Bong. ex Benth.,,Fabaceae,Mimosa,myriophylla,,Bong. ex Benth.,Administrador,22/04/2020,no,W. Hoehne,,,03/03/1941,,,Brasil,São Paulo,,Estrada para Santo Amaro.,,,METRO,,,,,,,
K,K000864285,K,,,Species,FABACEAE Mimosa myriophylla Bong. ex Benth.,,Fabaceae,Mimosa,myriophylla,,Bong. ex Benth.,Administrador,22/04/2020,no,A. Usteri,,69,01/04/1906,,,Brasil,São Paulo,,Mooca.,,,METRO,,,,,,,
K,K000864293,K,,,Species,FABACEAE Mimosa spegazzinii Pirotta,,Fabaceae,Mimosa,spegazzinii,,Pirotta,Administrador,22/04/2020,no,H.F.Leitão Filho,,1895,13/04/1976,,Beira da estrada,Brasil,São Paulo,Dois Córregos,"Á beira da estrada; 3 Km da cidade, rumo Brotas.",,,METRO,,,,,"Arbusto sensitivo, híspido, com até 1,20m; flores rosa avermelhadas. Nativo",,
K,K000864331,K,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,Administrador,22/04/2020,no,A. Gimenes,,2629,22/07/1976,,Nativo em mata,Brasil,São Paulo,Paulínia,Próximo a Praia das Monções.,,,METRO,,,,,"Arbusto até 1,5m",,
K,K000864332,K,,,Species,FABACEAE Mimosa velloziana Mart.,,Fabaceae,Mimosa,velloziana,,Mart.,Administrador,22/04/2020,no,H.F. Leitão Filho,J. Semir,1795,20/02/1976,,,Brasil,São Paulo,Valinhos,Rodovia D. Pedro I a 12km de Campinas.,,,METRO,,,,,Subarbusto prostrado com flores roseas axilares. Espinhos abundantes. Comum,,
K,K000864353,K,,,Genus,FABACEAE ,,Fabaceae,Bauhinia,,,,Administrador,22/04/2020,no,A. Usteri,,64b,,,,Brasil,São Paulo,,Cantareira.,,,METRO,,,,,,,
K,K000864358,K,,,Species,FABACEAE Mimosa velloziana Mart.,,Fabaceae,Mimosa,velloziana,,Mart.,Administrador,22/04/2020,no,Burchell,,3420,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000864373,K,,,Species,FABACEAE Mimosa rixosa Mart.,,Fabaceae,Mimosa,rixosa,,Mart.,Administrador,22/04/2020,no,P. A. Usteri,,69b,03/02/1907,,,Brasil,São Paulo,Jundiaí,,,,METRO,,,,,,,
K,K000864379,K,,,Species,FABACEAE Mimosa debilis Humb. & Bonpl. ex Willd.,,Fabaceae,Mimosa,debilis,,Humb. & Bonpl. ex Willd.,Administrador,22/04/2020,no,A.F. Regnell,,I. 96,,,,Brasil,São Paulo,,Ad Vª de Carmo vl. =Batataes Pr. St. Pauli.,,,METRO,,,,,,,
K,K000864385,K,,,Species,FABACEAE Mimosa velloziana Mart.,,Fabaceae,Mimosa,velloziana,,Mart.,Administrador,22/04/2020,no,H.F. Leitão-Filho,"P. Gibbs, J. Semir",1662,11/02/1975,,Margem da rodovia,Brasil,São Paulo,Sorocaba,Margem da rodovia Castelo Branco.,,,METRO,,,,,"Herbáceo, prostrado, flores em capítulos róseos. Planta nítido hispidulosa.",,
K,K000864393,K,,,Variety,FABACEAE Mimosa debilis subsp. debilis Humb. & Bonpl. ex Willd.,,Fabaceae,Mimosa,debilis,debilis,Humb. & Bonpl. ex Willd.,Administrador,22/04/2020,no,G. Eiten,"L.T. Eiten,I. Mimura",5810,04/02/1965,,"Open cerrado vegetation of scattered shrubs and low trees, and Syagrus & Attalea palms, plus a dense cover of grasses, herbs & thin low shrubs to 1 1/4 tall",Brasil,São Paulo,Itapetininga,"Along S.Paulo-Sorocaba-Itapetininga highway, at about kim 157 .",,,METRO,"23º 34' 60"" S",23º 35' S,"47º 58' 0"" W",47º 58' ,"Scandent herb. Inflorescence branches yellowish with dark brown hairs. Flower heads lilac, 3 cm diam. & 2 cm tall. Anthers white",,
K,K000864396,K,,,Variety,FABACEAE Mimosa debilis subsp. debilis Humb. & Bonpl. ex Willd.,,Fabaceae,Mimosa,debilis,debilis,Humb. & Bonpl. ex Willd.,Administrador,22/04/2020,no,Burchell,,5176,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000864400,K,,,Variety,FABACEAE Mimosa debilis subsp. debilis Humb. & Bonpl. ex Willd.,,Fabaceae,Mimosa,debilis,debilis,Humb. & Bonpl. ex Willd.,Administrador,22/04/2020,no,Riedel,,1579,18/09/1833,,,Brasil,São Paulo,Taubaté,,,,METRO,,,,,,,
K,K000864402,K,,,Variety,FABACEAE Mimosa debilis subsp. debilis Humb. & Bonpl. ex Willd.,,Fabaceae,Mimosa,debilis,debilis,Humb. & Bonpl. ex Willd.,Administrador,22/04/2020,no,I. Mimura,,208,27/01/1962,,Meio cerrado e meio capoeira,Brasil,São Paulo,São José dos Campos,6-6 1/1 km ao SW (ao longo da Rodovia Pres. Dutra) da saída par São José dos campos. .,,,METRO,,,,,"Sub-lenhoso e estolonífero. Pétalas brancas. Filetes róseos, anteras amarelo-claras e estilete róseo",,
K,K000864403,K,,,Variety,FABACEAE Mimosa debilis subsp. debilis Humb. & Bonpl. ex Willd.,,Fabaceae,Mimosa,debilis,debilis,Humb. & Bonpl. ex Willd.,Administrador,22/04/2020,no,H.F.L. Filho,"F.R. Martins,J. Semir,P.E. Gibbs,G. Sheperd",1578,21/01/1976,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,Herbáceo até 60cm; flores róseas. Comum.,,
K,K000864414,K,,,Variety,FABACEAE Mimosa debilis subsp. amnis-mortium Barneby,,Fabaceae,Mimosa,debilis,amnis-mortium,Barneby,Administrador,22/04/2020,no,H.F. Leitão Filho,"J. Semir,G. Shepherd",2110,10/06/1976,,Nativo em cerrado,Brasil,Mato Grosso do Sul,Campo Grande,"Estado de Mato Grosso, município de Campo Grande, na saída da cidade rumo São Paulo.",,,METRO,,,,,"Sub-arbusto erecto até 1,2m, flores róseas, frutos axilareas, castanhos, híspidulosos",,
K,K000864446,K,,,Species,FABACEAE Mimosa glaucescens Benth.,,Fabaceae,Mimosa,glaucescens,,Benth.,Administrador,22/04/2020,no,W.R. Anderson,"G. Hatschbach,B.E. Gates,R.C. Barneby",11220,06/02/1975,,Dense cerrado,Brasil,Mato Grosso do Sul,Bataguassu,"Dense cerrado near higway BR-257, ca. 58 km W of São Paulo.",,,METRO,,,,,"Few-stemmed, erect, to 1 m tall; flowers pink",,
K,K000864453,K,,,Species,FABACEAE Mimosa alleniana Morong,,Fabaceae,Mimosa,alleniana,,Morong,Administrador,22/04/2020,no,Burchell,,5282,,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
K,K000864463,K,,,Species,FABACEAE Mimosa dolens Vell.,,Fabaceae,Mimosa,dolens,,Vell.,Administrador,22/04/2020,no,W. Hoehne,,11883,10/08/1942,,,Brasil,São Paulo,São Paulo,Próximo a São Miguel.,,,METRO,,,,,,,
K,K000864465,K,,,Species,FABACEAE Mimosa conferta Benth.,,Fabaceae,Mimosa,conferta,,Benth.,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1729,10/02/1976,,Em campo rupestre com aflorações rochosas,Brasil,São Paulo,Itararé,NAtivo a 15m ao sul de Itararé; na Rodovia do Horto-Florestal .,,,METRO,,,,,"Subarbusto, ereto até 50cm; flores róseas",,
K,K000864467,K,,,Species,FABACEAE Mimosa conferta Benth.,,Fabaceae,Mimosa,conferta,,Benth.,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1639,09/02/1976,,"Nativo na estrada da cidade, a beira da estrada",Brasil,São Paulo,Itapeva,,,,METRO,,,,,Sub arbusto erecto; até 50cm; capítulos globosos. Material em frutificação,,
K,K000864468,K,,,Variety,FABACEAE Mimosa dolens subsp. acerba (Benth.) Barneby,,Fabaceae,Mimosa,dolens,acerba,(Benth.) Barneby,Administrador,22/04/2020,no,Burchell,,5028,15/08/1827,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000864470,K,,,Variety,FABACEAE Mimosa dolens subsp. acerba (Benth.) Barneby,,Fabaceae,Mimosa,dolens,acerba,(Benth.) Barneby,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1736,10/02/1976,,Campo rupestre com aflorações rochosas,Brasil,São Paulo,Itararé,"Nativo a 15Km ao sul de Itararé, na rodovia do Horto-Florestal.",,,METRO,,,,,"Subarbusto, ereto, até 45cm, flores róseas",,
K,K000864473,K,,,Variety,FABACEAE Mimosa dolens subsp. acerba (Benth.) Barneby,,Fabaceae,Mimosa,dolens,acerba,(Benth.) Barneby,Administrador,22/04/2020,no,A. Usteri,,,02/02/1906,,,Brasil,São Paulo,,Pinheiros.,,,METRO,,,,,,,
K,K000864474,K,,,Variety,FABACEAE Mimosa dolens subsp. acerba (Benth.) Barneby,,Fabaceae,Mimosa,dolens,acerba,(Benth.) Barneby,Administrador,22/04/2020,no,A. Usteri,,,11/02/1906,,,Brasil,São Paulo,,Pinheiros.,,,METRO,,,,,,,
K,K000864485,K,,,Species,FABACEAE Mimosa acerba Benth.,,Fabaceae,Mimosa,acerba,,Benth.,Administrador,22/04/2020,no,W. Hoehne,,,01/04/1949,,Campo,Brasil,São Paulo,São Paulo,Brooklin Paulista.,,,METRO,,,,,,,
K,K000864489,K,,,Species,FABACEAE Mimosa rudis Benth.,,Fabaceae,Mimosa,rudis,,Benth.,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1675,10/02/1976,,Em campo,Brasil,São Paulo,Itararé,"Nativo a 8Km ao Sul de Itararaé, na Rodovia para o Horto Florestal.",,,METRO,,,,,"Arbusto, ereto, com xilopódio, escapo floral longo, flores avermelhadas",,
K,K000864490,K,,,Species,FABACEAE Mimosa rigida Benth.,,Fabaceae,Mimosa,rigida,,Benth.,Administrador,22/04/2020,no,O. Handro,,2009,02/02/1968,,Cerrado,Brasil,São Paulo,Itapetininga,,,,METRO,,,,,"Até 1,50m de altura. Capítulos florais roxo-roseos. Planta lactífera",,
K,K000864491,K,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,Administrador,22/04/2020,no,O. Handro,,2009,02/02/1968,,No cerrado,Brasil,São Paulo,Itapetininga,,,,METRO,,,,,"Até 1,50 m de altura. Capítulos florais roxo-roseos. Planta lactífera",,
K,K000864492,K,,,Species,FABACEAE Mimosa rigida Benth.,,Fabaceae,Mimosa,rigida,,Benth.,Administrador,22/04/2020,no,G. Eiten,"L.T. Eiten,I. Mimura",5809,04/02/1965,,"Groing in thick grass. Cerrado with scattered tall shrubs, low trees, & Syagrus & Attalea palms, plus dense cover 1 1/4m tall of grasses, herbs & thin low shrubs",Brasil,São Paulo,Itapetininga,"Along highway from Sorocaba to Itapetininga, at ca. km 157.",,,METRO,"23º 34' 60"" S",23º 35' S,"47º 58' 0"" W",47º 58' ,"Herb, plant 1,1m tall, with white latex. Flowers heads 4cm diam. & 3cm long. Corolla lilac, filaments lilac, anthers white",,
K,K000864495,K,,,Variety,FABACEAE Mimosa dolens subsp. rigida (Benth.) Barneby,,Fabaceae,Mimosa,dolens,rigida,(Benth.) Barneby,Administrador,22/04/2020,no,H.F. Leitão Filho,"J. Semir,G. Shepherd",2.144,11/06/1976,,,Brasil,São Paulo,Agudos,"a 4km da cidade, próximo ao Posto Chapadão.",,,METRO,,,,,"Arbusto ereto com até 1,6m. Folhas rosuladas. Frutos em golmérula capituliformes",,
K,K000864500,K,,,Variety,FABACEAE Mimosa acerba subsp. latifolia Benth.,,Fabaceae,Mimosa,acerba,latifolia,Benth.,Administrador,22/04/2020,no,O. Handro,,2013,05/02/1968,,,Brasil,São Paulo,,Jabaquara.,,,METRO,,,,,"Arbusto de ca. 1,50m de altura. Capítulos florais roxo-roseos",,
K,K000864529,K,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,Administrador,22/04/2020,no,Burchell,,4277,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000864530,K,,,Variety,FABACEAE Mimosa dolens subsp. dolens Vell.,,Fabaceae,Mimosa,dolens,dolens,Vell.,Administrador,22/04/2020,no,Burchell,,4749,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000864533,K,,,Species,FABACEAE Mimosa insidiosoides Hoehne,,Fabaceae,Mimosa,insidiosoides,,Hoehne,Administrador,22/04/2020,no,I. Mimura,,35,,,Na beira de um capão de mata baixa.,Brasil,São Paulo,São José dos Campos,"Parte inferior da encosta leste do vale do Córrego da Ressaca, 6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para São José dos Campos e dentro de 500 m ao S.E. da rodovia.",,,METRO,,,,,"Arbusto, caule verde com pelos marrons. Capítulo 2,5cm diâm. Filetes róseo-lilases, anteras amarelas.",,
K,K000864536,K,,,Variety,FABACEAE Mimosa insidiosa subsp. insidiosa Benth.,,Fabaceae,Mimosa,insidiosa,insidiosa,Benth.,Administrador,22/04/2020,no,A. Usteri,,132 B,14/03/1906,,,Brasil,São Paulo,São Paulo,Pinheiros.,,,METRO,,,,,,,
K,K000864550,K,,,Species,FABACEAE Mimosa botucatuana Hoehne,,Fabaceae,Mimosa,botucatuana,,Hoehne,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1747,10/02/1976,,Campo rupestre com aflorações rochosas,Brasil,São Paulo,Itararé,"A 15 km ao sul de Itararé, na Rodovia do Horto Florestal.",,,METRO,,,,,"Subarbusto até 1,2m; flores rosa-avermelhadas; espinhos muito abundantes. Nativo",,
K,K000864564,K,,,Species,FABACEAE Mimosa gymnas Barneby,,Fabaceae,Mimosa,gymnas,,Barneby,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1684,10/02/1976,,"Campo rupestre, beira da mata",Brasil,São Paulo,Itararé,"Nativo a 15 km ao sul de Itararé, na Rodovia do Horto Florestal.",,,METRO,,,,,"Prostata, até 1m de comprimento. Flores em capítulos purpúreos",,
K,K000864599,K,,,Variety,FABACEAE Mimosa pudica subsp. tetrandra (Humb. & Bonpl. ex Willd.) DC.,,Fabaceae,Mimosa,pudica,tetrandra,(Humb. & Bonpl. ex Willd.) DC.,Administrador,22/04/2020,no,G. Eiten,W.D. Clayton,6204,19/02/1965,,"Roadside herbage open to sun. (Formely sandy coastal plain ""restinga"" forest, now houses e gardens)",Brasil,São Paulo,Iguape,northern outskirts of city of Iguape 1/2 km NNM from its center.,,,METRO,"24º 41' 60"" S",24º 42' S,"47º 23' 60"" W",47º 24' ,"Leaves very sensitive, filaments pink, anthers yellowwish-white. Pollinated by large black bumblebees",,
K,K000864657,K,,,Species,FABACEAE Mimosa subsericea Benth.,,Fabaceae,Mimosa,subsericea,,Benth.,Administrador,22/04/2020,no,P.A. Usteri,,90b,20/01/1907,,,Brasil,São Paulo,Jundiaí,,,,METRO,,,,,,,
K,K000864672,K,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J. Semir",1676,10/02/1976,,Campo,Brasil,São Paulo,Itararé,"8 km ao sul de Itararé, na Rodovia para o Horto Florestal.",,,METRO,,,,,"Subarbusto até 1,3 m. Folíolos pequenos, congestos. Flores rosa-lilaz",,
K,K000864686,K,,,Species,FABACEAE Mimosa tremula Benth.,,Fabaceae,Mimosa,tremula,,Benth.,Administrador,22/04/2020,no,A.F. Regnell,,III.501,,,,Brasil,São Paulo,Batatais,Ad. V. Batatais.,,,METRO,,,,,,,
K,K000864916,K,,,Species,FABACEAE Mimosa distans Benth.,,Fabaceae,Mimosa,distans,,Benth.,Administrador,22/04/2020,no,Burchell,,5368,,,,Brasil,São Paulo,,Prov. S. Paulo.,,,METRO,,,,,,,
K,K000864917,K,,,Species,FABACEAE Mimosa distans Benth.,,Fabaceae,Mimosa,distans,,Benth.,Administrador,22/04/2020,no,H.F. Leitão Filho,"P. Gibbs,J.Semir",1640,,,"Nativo na entrada da cidade, à beira da estrada.",Brasil,São Paulo,Itapeva,Nativo na entrada da cidade.,,,METRO,,,,,Subarbusto semi-prostrado; folhas sensitivas; flores róseas; frutos laxos tipo claspédio.,,
K,K000864929,K,,,Species,FABACEAE Mimosa neuroloma Benth.,,Fabaceae,Mimosa,neuroloma,,Benth.,Administrador,22/04/2020,no,A.F. Regnell,,III.502,,,,Brasil,São Paulo,,Va. de Batataes .,,,METRO,,,,,,,
K,K000864931,K,,,Variety,FABACEAE Mimosa distans subsp. elongata (Benth.) Barneby,,Fabaceae,Mimosa,distans,elongata,(Benth.) Barneby,Administrador,22/04/2020,no,Regnell,,III. 498,,,,Brasil,São Paulo,,Vila de Batataes .,,,METRO,,,,,,,
K,K000868014,K,,,Genus,FABACEAE ,,Fabaceae,Calliandra,,,,Administrador,22/04/2020,no,H. Mosén,,4111,01/12/1875,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000868015,K,,,Species,FABACEAE Calliandra foliolosa Benth.,,Fabaceae,Calliandra,foliolosa,,Benth.,Administrador,22/04/2020,no,P.A. Usteri,,67 B,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000868046,K,,,Species,FABACEAE Calliandra tweediei Benth.,,Fabaceae,Calliandra,tweediei,,Benth.,Administrador,22/04/2020,no,W. Hoehne,,,20/09/1951,,,Brasil,São Paulo,,Parque Estadual de São Paulo.,,,METRO,,,,,Arbusto cultivado ornamental,,
K,K000868086,K,,,Variety,FABACEAE Calliandra dysantha subsp. macrocephala (Benth.) Barneby,,Fabaceae,Calliandra,dysantha,macrocephala,(Benth.) Barneby,Administrador,22/04/2020,no,O. Handro,,352,--/10/1953,,Campo cerrado,Brasil,São Paulo,Tatuí,,,,METRO,,,,,Arbusto baixo,,
K,K000868151,K,,,Species,FABACEAE Calliandra purpurea (L.) Benth.,,Fabaceae,Calliandra,purpurea,,(L.) Benth.,Administrador,22/04/2020,no,W. Hoehne,,,01/06/1944,,,Brasil,São Paulo,São Paulo,Parque Estadual de S. Paulo.,,,METRO,,,,,,,
K,K000868152,K,,,Species,FABACEAE Calliandra purpurea (L.) Benth.,,Fabaceae,Calliandra,purpurea,,(L.) Benth.,Administrador,22/04/2020,no,W. Hoehne,,,01/06/1944,,,Brasil,São Paulo,São Paulo,Parque Estadual de S. Paulo.,,,METRO,,,,,,,
K,K000868155,K,,,Species,FABACEAE Calliandra riparia Pittier,,Fabaceae,Calliandra,riparia,,Pittier,Administrador,22/04/2020,no,R. Mello-Silva,,118,30/11/1989,,,Brasil,São Paulo,São Paulo,Cultivada no Instituto de Biociências da Universidade de São Paulo.,,,METRO,,,,,Arbusto ramoso de até 5m alt. Cálice e corola verdes. Tubo estaminal e base dos estames alvois. Metade inferior dos filetes rosa. Suavemente odorífera.,,
K,K000868212,K,,,Variety,FABACEAE Calliandra trinervia subsp. trinervia Benth.,,Fabaceae,Calliandra,trinervia,trinervia,Benth.,Administrador,22/04/2020,no,B.A. Krukoff,,8670,26/10/1936,11/12/1936,Terra firma high forest,Brasil,Amazonas,São Paulo de Olivença,Basim of creek Belem.,,,METRO,,,,,Tree 50ft high trunk 4 inches diam.,,
K,K000868222,K,,,Species,FABACEAE Calliandra harrisii (Lindl.) Benth.,,Fabaceae,Calliandra,harrisii,,(Lindl.) Benth.,Administrador,22/04/2020,no,W. Hoehne,,,05/10/1951,,,Brasil,São Paulo,São Paulo,Parque Estadual de S. Paulo .,,,METRO,,,,,,,
K,K000868400,K,,,Species,FABACEAE Calliandra parviflora Benth.,,Fabaceae,Calliandra,parviflora,,Benth.,Administrador,22/04/2020,no,W. Hoehne,,,12/04/1950,,,Brasil,São Paulo,Jales,Pastos do Pontal.,,,METRO,,,,,,,
K,K000868401,K,,,Species,FABACEAE Calliandra parviflora Benth.,,Fabaceae,Calliandra,parviflora,,Benth.,Administrador,22/04/2020,no,O. Handro,,441,03/02/1955,,Cerrado,Brasil,São Paulo,Mogi Guaçu,Reserva Florestal (Fazenda Campininha) perto de Pádua Sales.,,,METRO,,,,,Arbusto do cerrado. Flores purpúreas,,
K,K000868420,K,,,Species,FABACEAE Calliandra parviflora Benth.,,Fabaceae,Calliandra,parviflora,,Benth.,Administrador,22/04/2020,no,O. Handro,,441,03/02/1955,,,Brasil,São Paulo,Mogi Guaçu,"Reserva Florestal (Fazenda Campininha), perto de Pádua Sales.",,,METRO,,,,,Arbusto do cerrado. Flores purpúreas,,
K,K000868455,K,,,Genus,FABACEAE ,,Fabaceae,Calliandra,,,,Administrador,22/04/2020,no,B.C. Teixeira,,,26/10/1961,,Cultivada,Brasil,São Paulo,,,,,METRO,,,,,"fl. Arbusto de 2 m de altura, com ramos reclinados. Estames alvo-lacteos",,
K,K000868461,K,,,Species,FABACEAE Acacia dealbata Link,,Fabaceae,Acacia,dealbata,,Link,Administrador,22/04/2020,no,A. Usteri,,,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000868462,K,,,Species,FABACEAE Acacia decurrens Willd.,,Fabaceae,Acacia,decurrens,,Willd.,Administrador,22/04/2020,no,W. Hoehne,,,14/11/1944,,,Brasil,São Paulo,São Paulo,Parque do Estado de S. Paulo.,,,METRO,,,,,,,
K,K000868463,K,,,Species,FABACEAE Acacia doratoxylon A.Cunn.,,Fabaceae,Acacia,doratoxylon,,A.Cunn.,Administrador,22/04/2020,no,W. Hoenne,,,13/04/1944,,Cultivada no campo experimental,Brasil,São Paulo,São Paulo,Parque do Estado de São Paulo.,,,METRO,,,,,Árvore pequena cultivada,,
K,K000868465,K,,,Species,FABACEAE Acacia mearnsii De Wild.,,Fabaceae,Acacia,mearnsii,,De Wild.,Administrador,22/04/2020,no,W. Hoehne,,,14/07/1946,,,Brasil,São Paulo,São Paulo,Colégio Adventista Brasileiro.,,,METRO,,,,,Árvore cultivada,,
K,K000868466,K,,,Species,FABACEAE Acacia mearnsii De Wild.,,Fabaceae,Acacia,mearnsii,,De Wild.,Administrador,22/04/2020,no,W. Hoehne,,12573,21/09/1949,,,Brasil,São Paulo,,Parque do Estado de São Paulo.,,,METRO,,,,,Árvore cultivada,,
K,K000868468,K,,,Species,FABACEAE Acacia mearnsii De Wild.,,Fabaceae,Acacia,mearnsii,,De Wild.,Administrador,22/04/2020,no,A.M. Giulietti,"N. Giulietti,A. Jouy",1057,29/07/1989,,,Brasil,São Paulo,Campos do Jordão,+ ou - 2km antes da entrada do Parque Estadual.,,,METRO,,,,,"Árvore + ou - 8m alt., DAP 30cm; flores amarelas perfumadas, muito visitadas por Apis",,
K,K000868477,K,,,Genus,FABACEAE ,,Fabaceae,Acacia,,,,Administrador,22/04/2020,no,W. Hoehne,,,06/09/1951,,Cultivado. Campo experimental,Brasil,São Paulo,São Paulo,Parque do Estado de São Paulo.,,,METRO,,,,,Árvore. Flores amarelas,,
K,K000868478,K,,,Genus,FABACEAE ,,Fabaceae,Acacia,,,,Administrador,22/04/2020,no,W. Hoehne,,,06/09/1951,,Cultivado. Campo experimental,Brasil,São Paulo,São Paulo,Parque Estadual de São Paulo.,,,METRO,,,,,Árvore. Flores amarelas,,
K,K000868516,K,,,Variety,FABACEAE Macrosamanea pubiramea subsp. lindsaeifolia (Benth.) Barneby & J.W. Grimes,,Fabaceae,Macrosamanea,pubiramea,lindsaeifolia,(Benth.) Barneby & J.W. Grimes,Administrador,22/04/2020,no,B.A. Krukoff,,8732,26/10/1936,11/12/1936,Shore of creek,Brasil,Amazonas,São Paulo de Olivença,"Basin of Rio Solimoes, basin fo creek Belem.",,,METRO,,,,,Shrub 20ft. high; stem 2 inches diam.,,
K,K000868664,K,,,Species,FABACEAE Abarema brachystachya (DC.) Barneby & J.W.Grimes,,Fabaceae,Abarema,brachystachya,,(DC.) Barneby & J.W.Grimes,Administrador,22/04/2020,no,M. Sazima,,10866,24/10/1979,,,Brasil,São Paulo,Ubatuba,,,,METRO,,,,,"Arbusto até 1,5m. Flores esbranquiçadas",,
K,K000868665,K,,,Species,FABACEAE Abarema brachystachya (DC.) Barneby & J.W.Grimes,,Fabaceae,Abarema,brachystachya,,(DC.) Barneby & J.W.Grimes,Administrador,22/04/2020,no,Burchell,,3414,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000868667,K,,,Species,FABACEAE Abarema brachystachya (DC.) Barneby & J.W.Grimes,,Fabaceae,Abarema,brachystachya,,(DC.) Barneby & J.W.Grimes,Administrador,22/04/2020,no,Burchell,,3379,,,,Brasil,São Paulo,,,,,METRO,,,,,,,
K,K000868668,K,,,Species,FABACEAE Abarema brachystachya (DC.) Barneby & J.W.Grimes,,Fabaceae,Abarema,brachystachya,,(DC.) Barneby & J.W.Grimes,Administrador,22/04/2020,no,G. Eiten,"W.D. Clayton,L.T. Eiten",6143,16/02/1965,,Sandy beach at sea level. On wave-cut hard sand cliff 1 1/2m tal,Brasil,São Paulo,Cananéia,"south tip f the island of Ilha Comprida, along shore of the bey outlet, ""Barra de Cananéia"" 4km SSE of city of Cananéia.",,,METRO,"25º 3' 0"" S",25º 3' S,"47º 53' 60"" W",47º 54' ,"Shrub, flowers white",,
K,K000868670,K,,,Species,FABACEAE Abarema brachystachya (DC.) Barneby & J.W.Grimes,,Fabaceae,Abarema,brachystachya,,(DC.) Barneby & J.W.Grimes,Administrador,22/04/2020,no,O. Handro,,2301,02/11/1981,,Restinga,Brasil,São Paulo,Ubatuba,,,,METRO,,,,,"Pequena árvore, ca. 2,50m de altura. Perianto pálido-esverdeado, estames alvos",,
